11, 12, 2, 6, 556, 3, 24, 27770, 472, 244, 4, 133, 2180, 1, 6, 8, 17000, 2, 31040, 58, np.nan, 5, 572, 68000, 119, 24, 52, 53980, 67000, 5830, 23380, 1, 1440, 18
10, 18, 9, 16, 1160, 7, 20, 48540, 264, 454, 2, 64, 5610, 1, 10, 15, 21110, 3, 27590, 168, np.nan, 6, 1380, 113000, 350, 49, 273, 54180, 11250, 29510, np.nan, 2, 3380, 222
